"sessionId","predictedClass"
200000120,1
300000130,1
600000160,1
1000000110,1
1300000113,0
1400000114,0
1500000115,0
1600000116,0
1700000117,1
1700000217,1
1800000118,0
1800000218,0
1900000119,0
2100000121,1
2500000125,0
2700000127,1
2800000128,0
3000000130,1
3000000230,0
3100000131,0
3200000132,0
3200000232,1
3300000133,0
3400000134,0
3500000135,0
3800000138,1
4200000142,1
4300000143,0
4400000144,1
4400000244,0
4700000147,1
4800000148,1
5000000150,1
5100000151,0
5300000153,1
5500000155,0
5700000157,1
5800000158,1
5900000159,0
6400000164,1
6800000168,0
7400000174,1
7400000274,0
7400000374,1
7400000474,0
7400000574,0
7400000674,0
7500000175,0
7500000275,0
7500000375,1
7500000475,0
7700000177,1
8000000180,0
8000000280,1
8100000181,1
8300000183,0
8500000185,0
8600000186,0
8800000188,0
8900000189,0
9000000190,0
9100000191,0
9200000192,1
9600000196,0
10500000110,1
10800000110,0
11300000111,1
11500000111,1
11600000111,0
11900000111,0
12100000112,1
12900000112,0
13200000113,1
13300000113,1
13400000113,0
13500000113,0
13700000113,1
14500000114,1
14600000114,1
14600000214,0
14600000314,1
14600000414,0
14600000514,0
14600000614,0
14600000714,0
14700000114,1
14800000114,1
15200000115,0
15600000115,1
15700000115,1
15900000115,0
16100000116,0
16200000116,1
16500000116,1
16600000116,0
16700000116,0
16700000216,1
16800000116,1
17100000117,1
17300000117,0
17400000117,0
17500000117,0
17600000117,1
17900000117,1
18000000318,0
18100000118,1
18800000118,0
18900000118,1
19000000119,0
19100000119,0
19200000119,0
19300000119,1
19500000119,0
19600000119,0
20200000120,0
20400000120,0
20800000120,0
21100000121,1
21200000121,0
21200000221,0
21300000121,1
21400000121,0
21400000221,1
21500000121,1
21700000121,1
21800000121,1
21900000421,1
22100000122,1
22100000222,0
22100000322,0
22100000422,0
22100000522,0
22100000622,0
22500000122,0
22700000122,1
23000000123,1
23100000123,0
23400000123,0
23800000123,0
23800000223,0
23900000123,0
24000000124,1
24300000124,0
24400000124,0
24600000124,1
24700000124,0
25000000125,0
25200000125,0
25400000125,0
25500000125,0
25700000125,1
26000000126,1
26200000126,1
26300000126,1
26600000126,0
26600000226,0
26600000326,1
26700000126,0
26700000226,0
26800000126,1
27100000127,0
27200000127,0
27400000127,1
27400000227,1
27700000127,1
27800000127,0
28300000128,1
28600000128,0
29000000129,0
29200000129,1
29500000129,0
29600000129,0
29600000229,0
29600000329,0
29600000429,1
29600000529,1
29700000129,1
29800000129,1
30100000130,1
30400000130,1
30600000130,1
30700000130,1
30900000130,1
31400000131,1
32000000132,1
32200000132,0
33400000133,0
33400000233,0
33400000333,1
33400000433,0
34000000134,1
34200000134,1
34300000134,1
34400000134,0
34500000134,1
34600000134,1
35000000135,0
35200000135,1
35300000135,1
35300000235,0
35400000135,0
35600000135,1
35700000135,1
35800000135,1
36100000136,1
36500000136,1
36600000236,0
36800000136,0
36900000136,1
37000000137,0
37100000137,1
37400000137,1
37500000137,0
37900000137,1
38400000138,0
38500000138,1
38800000138,0
38800000238,1
39000000139,0
39400000139,0
39600000139,0
39600000239,1
39600000339,0
39800000139,1
40000000140,0
40200000140,0
40300000140,1
40400000240,0
40400000340,1
40400000440,0
40500000140,1
40500000240,1
40500000340,0
40500000440,0
40700000140,1
41400000141,0
41800000141,1
41900000141,0
42100000142,1
42100000242,1
42100000342,0
42100000442,0
42300000142,0
43000000143,1
43300000143,0
43300000243,0
43500000143,0
43700000143,1
43900000143,0
44000000144,1
