sessionId,predictedClass
100000110,0
200000120,0
500000150,0
500000250,0
700000170,0
800000180,0
1000000110,0
1200000112,0
1800000118,0
1800000218,0
1900000119,0
2200000122,0
2500000125,1
2600000126,0
2900000129,0
3500000135,0
3600000136,0
3700000137,0
3700000237,0
3700000337,0
4100000141,0
4200000142,0
4300000143,0
4700000147,0
4900000149,0
5200000152,0
5400000154,0
5500000155,0
5800000158,0
6200000162,1
6200000262,0
6200000362,0
6200000462,0
6500000165,0
6900000169,0
7000000170,0
7200000172,0
7300000173,1
7400000174,0
7400000274,0
7400000374,0
7400000474,1
7400000574,0
7400000674,0
7700000177,0
8000000180,0
8000000280,0
8200000182,0
8300000183,0
9300000193,0
9500000195,0
9600000196,0
9700000197,0
10300000110,0
10400000110,0
10500000110,0
10600000110,0
10800000110,0
10900000110,0
11000000111,0
11300000111,0
11500000111,0
11600000111,0
11900000111,0
12000000112,0
12100000112,0
12200000112,0
12300000112,0
12800000112,0
13300000113,0
13400000113,0
14200000114,0
14200000214,0
14400000114,0
14600000114,1
14600000214,1
14600000314,0
14600000414,0
14600000514,1
14600000614,1
14600000714,1
15400000115,0
15600000115,0
15700000115,0
15800000115,0
16400000116,0
16800000116,0
16900000216,0
17000000117,0
17100000117,0
17200000117,0
18200000118,0
18600000118,0
18700000118,0
18900000118,0
19000000119,0
19300000119,0
19600000119,0
20100000120,0
20200000120,0
20300000120,1
20400000120,0
20700000120,0
20700000220,0
20900000120,0
21000000121,0
21200000121,0
21200000221,0
21500000121,0
22200000122,0
22200000222,0
22400000122,0
23100000123,0
23300000123,0
23400000123,0
23600000123,0
23900000123,0
24100000124,0
24200000124,0
24300000124,0
24600000124,0
24700000124,0
25200000125,0
25300000125,0
25700000125,0
25900000125,1
26100000126,0
26700000126,0
26700000226,0
27200000127,0
27900000127,0
28000000128,0
28700000128,0
28800000128,1
29000000129,0
29100000129,0
29300000129,0
29400000129,0
29800000129,0
29900000129,0
30000000130,0
30000000230,0
30000000330,0
30000000430,0
30000000530,0
30000000630,0
30000000730,0
30000000830,1
30100000130,0
30600000130,0
30700000130,0
30900000130,0
31500000131,0
31900000131,0
32100000132,0
32200000132,0
32400000132,0
32600000132,0
32900000132,0
33100000133,0
33300000133,0
33300000233,1
33300000333,1
33600000133,0
33900000133,0
34200000134,0
34500000134,0
34600000134,0
34700000134,0
34800000134,0
34800000234,0
34900000134,0
34900000234,0
35300000135,0
35300000235,0
35700000135,0
35900000135,0
36200000136,0
36200000236,0
36600000236,0
36700000136,0
36700000236,0
36800000136,0
37000000137,0
37100000137,0
37300000137,0
38100000138,0
38500000138,0
39300000139,0
39500000139,0
39900000139,0
40000000140,0
40500000140,0
40500000240,0
40500000340,0
40500000440,0
40600000140,0
41200000141,0
41400000141,0
41500000141,0
41800000141,0
42100000142,1
42100000242,0
42100000342,1
42100000442,0
42600000142,0
42800000142,0
43100000143,1
43200000143,0
43200000243,0
43400000143,0
43600000143,0
43700000143,0
44000000144,0
44700000144,0
45000000145,0
45100000145,0
45500000145,0
45500000245,0
45600000145,0
45700000145,0
46300000146,0
46600000146,0
48000000148,0
48300000148,0
48400000148,0
48500000148,0
48500000248,0
48800000148,0
49100000149,0
49700000149,0
50200000150,0
50600000150,0
50700000150,0
50700000250,0
50700000350,0
50700000450,1
50700000550,0
50700000650,0
50700000750,0
50700000850,0
50700000950,0
50700001050,0
50800000150,1
50800000250,0
51300000151,0
51600000151,0
51700000151,0
51900000151,0
52200000152,0
52300000152,0
52600000152,0
52700000152,0
52800000152,1
53000000153,0
53200000153,0
53200000253,0
53600000153,0
53600000253,0
53700000153,0
54100000254,0
54100000354,0
54100000454,0
54100000554,1
54100000654,1
54100000754,0
54100000854,0
54100000954,1
54100001054,0
54100001154,0
54100001254,0
54100001354,0
54100001454,0
54200000154,0
54200000254,0
54300000154,0
54300000254,0
54500000154,0
54800000154,0
55300000155,0
55300000255,0
55300000355,0
55400000155,0
55600000155,1
55600000255,0
55600000355,0
55800000155,0
56100000156,0
56200000156,0
56400000156,0
56500000156,0
56800000156,0
56800000256,0
56800000356,0
56800000456,0
57200000157,0
57400000157,0
57400000257,0
57600000157,0
57700000157,0
57700000257,0
58000000158,0
58300000158,0
58400000158,0
58600000158,0
58700000158,0
58800000158,0
58800000258,0
58900000158,0
59200000159,0
59400000159,0
59400000259,0
59400000359,0
59400000459,0
59400000559,0
59400000659,0
59400000759,0
59400000859,0
59500000159,0
60000000160,0
60100000160,0
60200000160,0
60200000260,0
60500000160,0
60600000160,1
60600000260,0
60600000360,0
60600000460,0
60600000560,1
60600000660,0
60900000160,0
61200000161,0
61700000161,0
61800000161,0
61900000161,0
62200000162,0
62400000162,0
62500000162,0
62700000162,0
63000000163,0
63400000163,0
63600000163,0
63800000163,0
64100000164,0
64200000164,0
64300000164,0
64500000164,0
64600000164,0
64600000264,0
65100000165,0
65200000165,0
65500000165,0
65500000265,0
65500000365,0
65600000165,0
66000000166,0
66100000166,0
66200000166,0
66800000166,0
67100000167,0
67400000167,0
67400000267,0
67400000367,0
67400000467,0
67600000167,1
67700000167,0
67900000167,0
68200000168,0
68700000168,0
68800000168,0
69000000169,0
69300000169,0
69900000169,0
70000000170,1
70400000170,0
70600000170,0
71200000171,0
71300000171,0
71500000271,0
71600000171,0
71700000171,0
72000000172,0
72100000172,0
72300000172,0
72500000172,0
72900000172,0
72900000272,0
73000000173,0
73100000173,0
73500000173,0
73800000173,0
74200000174,0
74400000174,0
74500000174,0
74500000274,0
74900000174,1
75000000175,0
75100000175,0
75200000175,0
75500000175,0
76400000176,0
76900000176,0
77200000177,0
77200000277,0
77200000377,0
77300000177,0
77700000177,0
77700000277,0
77700000377,0
77800000177,0
77900000177,0
78200000178,0
78300000178,0
78400000178,0
78400000278,1
78400000378,1
78400000478,0
78400000578,0
78400000678,0
78400000778,0
78500000178,0
78600000378,0
78600000478,0
78600000578,0
78600000678,0
78600000778,0
78600000878,0
78600000978,0
78600001078,0
78700000178,0
79200000179,0
79400000179,0
79500000179,0
79700000179,0
81700000181,0
82100000182,0
82200000182,0
82600000182,0
82700000182,0
83600000183,0
83700000183,0
83900000183,0
84000000184,0
84000000284,0
84000000384,0
84100000184,0
84600000184,0
84800000184,0
84800000284,0
85000000185,0
85200000185,0
85400000185,0
85500000185,0
86200000186,0
86200000286,0
86500000186,0
86600000186,0
87300000187,0
87400000187,0
87600000187,0
87700000187,0
87900000187,0
88400000188,0
88500000188,0
89200000189,0
89300000189,0
89400000189,0
89600000189,0
89900000189,0
90100000190,0
90200000190,0
90200000290,0
90200000390,1
90300000190,0
90400000190,0
90900000190,0
90900000290,0
91000000191,1
91100000191,0
91200000191,0
91300000191,0
91600000191,0
91700000191,0
91700000291,0
91700000391,0
91900000191,0
92100000192,0
92100000292,0
92100000392,0
92600000192,0
92700000192,0
92900000192,0
93000000193,0
93200000193,0
93200000293,0
93200000393,0
93400000193,0
94100000194,0
94300000194,0
94400000194,0
94500000194,0
94700000194,0
94900000194,0
95000000195,0
95400000195,0
95700000195,0
95800000195,0
96000000196,0
96000000296,0
96600000196,0
96600000296,0
96600000396,0
96600000496,1
96600000596,0
96900000896,1
96900000996,1
96900001096,0
96900001196,0
96900001296,1
96900001396,0
96900001496,1
96900001596,0
96900001696,0
96900001796,0
96900001896,0
96900001996,0
96900002096,0
96900002196,0
96900002296,0
96900002396,1
96900002496,0
96900002596,0
96900002696,0
96900002796,0
96900002896,0
96900002996,0
96900003096,1
96900003196,1
96900003296,0
96900003396,0
96900003496,1
96900003596,0
96900003696,0
96900003796,0
96900003896,1
96900003996,0
97000000197,0
97200000197,0
97200000297,0
97200000397,0
97400000197,0
97500000197,0
98000000198,0
98200000198,0
98200000298,0
98200000398,0
98300000198,0
98400000198,0
99400000199,0
99500000199,0
99600000199,0
100100000110,0
100100000210,0
100700000110,0
100700000210,0
100700000310,0
100800000110,0
101400000110,0
101500000110,0
101800000110,0
102100000110,0
102200000110,0
102400000110,0
102500000110,0
102600000110,0
102700000110,0
102800000110,0
103300000110,0
103600000110,0
103700000110,0
103900000110,0
103900000210,0
104000000110,0
104000000210,0
104100000110,0
104200000110,0
104300000110,0
104400000110,0
104500000110,0
104600000110,0
105100000110,1
105400000110,0
105400000210,0
105800000110,0
105900000110,0
106000000110,1
106000000210,1
106000000310,0
106100000110,1
106200000110,0
106400000110,0
106500000110,0
106500000210,0
106500000310,1
106500000410,1
106500000510,0
106500000610,0
106700000110,0
106900000110,0
107100000110,0
107500000110,0
107500000210,0
107500000310,0
107500000410,0
107500000510,0
107500000610,0
107500000710,0
107500000810,0
107500000910,0
107500001010,0
107500001110,0
107500001210,0
107500001310,0
107500001410,0
107500001510,0
107500001610,0
107500001710,0
107500001810,0
107700000110,0
107800000110,0
108100000110,0
108100000210,0
108200000110,0
108300000110,0
108700000110,0
108800000110,0
109000000110,0
109200000110,0
109300000110,0
109400000110,0
109400000210,1
109500000110,0
109500000210,0
109900000110,0
110000000111,0
110300000111,0
110600000111,0
111000000111,0
111000000211,0
111200000111,0
111300000111,0
111500000111,0
111500000211,0
111900000611,0
111900000711,0
111900000811,0
111900000911,0
111900001011,0
112100000111,0
112200000111,0
112800000111,0
112900000111,0
113000000111,0
113200000111,0
113200000211,0
113500000111,0
113500000211,1
113800000111,0
114700000111,0
115000000111,0
115200000111,0
115200000211,0
115300000111,0
115600000111,0
115700000111,0
115800000111,0
115800000211,0
116300000111,1
116700000111,0
116900000111,0
117000000111,0
117200000111,0
117400000111,0
117700000111,0
117800000111,1
118000000111,0
118200000111,0
118200000211,0
118200000311,0
118600000111,0
118600000211,0
118800000111,0
119000000111,0
119200000111,0
119300000111,1
119300000211,0
119400000111,0
119500000111,0
119800000111,0
119900000111,0
120200000112,0
120200000212,0
120200000312,1
120200000412,1
120300000112,0
120500000112,0
120700000112,0
120900000112,0
121000000112,0
121400000112,0
121500000112,0
121600000112,1
121600000212,0
121600000312,0
121700000112,0
121700000212,0
121900000112,0
122000000112,0
122000000212,0
122000000312,0
122100000112,0
122700000112,0
122800000312,0
122800000412,0
123000000112,1
123000000212,0
123000000312,0
123200000112,0
123200000212,0
123200000312,0
123200000412,0
123300000112,0
123500000112,0
123800000112,0
124000000112,0
124100000112,0
124200000112,0
124800000112,0
125700000112,0
125900000112,0
126100000112,0
126300000112,0
126500000112,0
126600000112,0
126800000112,0
127400000112,0
127500000112,0
127500000212,0
127600000112,0
127700000112,1
127700000212,0
127700000312,1
127700000412,0
127700000512,0
128000000112,0
128200000112,0
128300000112,0
128500000112,0
128800000212,0
128800000312,0
128800000412,0
128900000112,0
129100000112,0
129400000112,0
129600000112,0
129800000112,0
130100000113,0
130800000113,0
130800000213,0
131100000113,0
131700000113,0
131800000113,1
131800000213,0
131800000313,0
131800000413,0
131800000513,0
131800000613,1
131800000713,0
131800000813,0
131800000913,0
131800001013,0
131800001113,0
131800001213,0
131800001313,0
132000000113,0
132400000113,0
132700000113,0
132900000113,0
133400000113,0
133900000113,0
134500000113,1
134600000113,0
134700000113,1
134700000213,1
134700000313,1
134700000413,1
134700000513,0
134700000613,0
134700000713,1
134700000813,1
134700000913,0
134700001013,0
134700001113,1
134700001213,0
134700001313,1
134700001413,1
134700001513,0
134900000113,0
134900000213,0
135300000113,0
135500000113,1
135700000113,0
136000000113,1
136100000113,0
136600000113,0
136700000113,0
136800000113,0
137700000113,0
137800000113,0
138200000113,0
138500000113,1
139100000113,0
139800000113,0
139800000213,0
139900000113,0
140000000114,0
140100000114,0
140300000114,0
140400000114,0
140400000214,0
140500000114,1
140500000214,0
140500000314,1
140500000414,0
140500000514,1
140800000114,0
140900000114,0
141000000114,0
141300000114,0
141800000214,0
142100000114,0
143000000114,1
143000000214,0
143200000114,0
143500000114,0
143800000114,0
143800000214,0
143800000314,0
143800000414,0
143800000514,0
144200000114,0
144300000114,0
144600000114,0
144800000114,0
144900000114,1
144900000214,0
144900000314,0
